id,label,Image Path,Last Seen Location,Missing Since,Mobile Number
Alexandra Daddario_86.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_86.jpg,Dubai,2024-09-23,9239234151
Charlize Theron_62.jpg,Charlize Theron,/content/drive/MyDrive/dataset/Faces/Charlize Theron_62.jpg,Delhi,2025-01-04,9639459204
Courtney Cox_69.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_69.jpg,Dubai,2023-03-17,9322034974
Hugh Jackman_11.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_11.jpg,London,2023-11-20,9460653783
Dwayne Johnson_36.jpg,Dwayne Johnson,/content/drive/MyDrive/dataset/Faces/Dwayne Johnson_36.jpg,Toronto,2023-07-18,9722018279
Henry Cavill_41.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_41.jpg,Toronto,2023-08-18,9644122499
Amitabh Bachchan_18.jpg,Amitabh Bachchan,/content/drive/MyDrive/dataset/Faces/Amitabh Bachchan_18.jpg,Toronto,2024-11-07,9469313562
Billie Eilish_66.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_66.jpg,London,2024-01-11,9629106678
Lisa Kudrow_37.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_37.jpg,London,2022-03-30,9686670883
Camila Cabello_14.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_14.jpg,Chennai,2021-01-03,9931485998
Jessica Alba_66.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_66.jpg,Dubai,2022-10-09,9638468888
Henry Cavill_68.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_68.jpg,Paris,2022-03-28,9864732571
Dwayne Johnson_48.jpg,Dwayne Johnson,/content/drive/MyDrive/dataset/Faces/Dwayne Johnson_48.jpg,Tokyo,2020-05-03,9226587957
Vijay Deverakonda_26.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_26.jpg,London,2023-08-05,9178965320
Billie Eilish_36.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_36.jpg,Mumbai,2021-05-15,9455015940
Billie Eilish_33.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_33.jpg,Tokyo,2024-07-15,9607500292
Lisa Kudrow_48.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_48.jpg,Toronto,2023-11-19,9570315985
Henry Cavill_55.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_55.jpg,Paris,2020-07-06,9347692474
Amitabh Bachchan_61.jpg,Amitabh Bachchan,/content/drive/MyDrive/dataset/Faces/Amitabh Bachchan_61.jpg,Delhi,2024-09-05,9046482190
Billie Eilish_69.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_69.jpg,Mumbai,2024-02-22,9809305124
Zac Efron_90.jpg,Zac Efron,/content/drive/MyDrive/dataset/Faces/Zac Efron_90.jpg,New York,2022-05-21,9182597515
Billie Eilish_30.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_30.jpg,Toronto,2020-08-25,9429991552
Hugh Jackman_64.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_64.jpg,Delhi,2020-11-22,9123421837
Ellen Degeneres_65.jpg,Ellen Degeneres,/content/drive/MyDrive/dataset/Faces/Ellen Degeneres_65.jpg,Paris,2021-09-05,9041604718
Henry Cavill_104.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_104.jpg,Tokyo,2022-01-13,9850710615
Andy Samberg_33.jpg,Andy Samberg,/content/drive/MyDrive/dataset/Faces/Andy Samberg_33.jpg,New York,2022-07-10,9734222264
Roger Federer_61.jpg,Roger Federer,/content/drive/MyDrive/dataset/Faces/Roger Federer_61.jpg,Paris,2021-05-29,9234978899
Brad Pitt_110.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_110.jpg,Delhi,2024-11-16,9866224592
Billie Eilish_74.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_74.jpg,Mumbai,2023-02-18,9136600908
Charlize Theron_35.jpg,Charlize Theron,/content/drive/MyDrive/dataset/Faces/Charlize Theron_35.jpg,Tokyo,2022-03-29,9706468193
Jessica Alba_49.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_49.jpg,Dubai,2022-03-21,9157077874
Amitabh Bachchan_41.jpg,Amitabh Bachchan,/content/drive/MyDrive/dataset/Faces/Amitabh Bachchan_41.jpg,Paris,2023-06-14,9861496798
Anushka Sharma_28.jpg,Anushka Sharma,/content/drive/MyDrive/dataset/Faces/Anushka Sharma_28.jpg,Tokyo,2021-12-21,9781991089
Vijay Deverakonda_112.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_112.jpg,New York,2023-02-18,9703943218
Anushka Sharma_57.jpg,Anushka Sharma,/content/drive/MyDrive/dataset/Faces/Anushka Sharma_57.jpg,Mumbai,2024-03-29,9663316943
Alexandra Daddario_32.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_32.jpg,Toronto,2023-08-09,9312012563
Jessica Alba_4.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_4.jpg,London,2024-02-06,9259587465
Marmik_22.jpg,Marmik,/content/drive/MyDrive/dataset/Faces/Marmik_22.jpg,Tokyo,2025-01-27,9905901561
Dwayne Johnson_26.jpg,Dwayne Johnson,/content/drive/MyDrive/dataset/Faces/Dwayne Johnson_26.jpg,London,2023-11-20,9063388860
Elizabeth Olsen_26.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_26.jpg,Delhi,2022-07-20,9729484122
Elizabeth Olsen_22.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_22.jpg,Dubai,2023-12-16,9162305666
Elizabeth Olsen_31.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_31.jpg,Hyderabad,2021-05-09,9875502536
Hrithik Roshan_38.jpg,Hrithik Roshan,/content/drive/MyDrive/dataset/Faces/Hrithik Roshan_38.jpg,Tokyo,2020-06-04,9601226323
Billie Eilish_37.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_37.jpg,Mumbai,2020-06-14,9099017866
Zac Efron_89.jpg,Zac Efron,/content/drive/MyDrive/dataset/Faces/Zac Efron_89.jpg,Mumbai,2022-11-21,9058069019
Alia Bhatt_15.jpg,Alia Bhatt,/content/drive/MyDrive/dataset/Faces/Alia Bhatt_15.jpg,London,2023-12-09,9252392420
Henry Cavill_34.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_34.jpg,Dubai,2020-10-23,9721418832
Brad Pitt_49.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_49.jpg,Mumbai,2023-05-18,9464172542
Hugh Jackman_92.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_92.jpg,New York,2023-04-28,9731673196
Ellen Degeneres_61.jpg,Ellen Degeneres,/content/drive/MyDrive/dataset/Faces/Ellen Degeneres_61.jpg,London,2023-12-30,9275043054
Lisa Kudrow_19.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_19.jpg,New York,2024-08-21,9159866400
Brad Pitt_79.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_79.jpg,New York,2020-11-17,9617059790
Brad Pitt_51.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_51.jpg,New York,2023-04-27,9064482046
Brad Pitt_35.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_35.jpg,New York,2024-04-09,9020329974
Vijay Deverakonda_88.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_88.jpg,Toronto,2023-04-13,9233169552
Anushka Sharma_55.jpg,Anushka Sharma,/content/drive/MyDrive/dataset/Faces/Anushka Sharma_55.jpg,Delhi,2022-07-28,9662766234
Billie Eilish_10.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_10.jpg,Mumbai,2025-03-21,9728483091
Alia Bhatt_28.jpg,Alia Bhatt,/content/drive/MyDrive/dataset/Faces/Alia Bhatt_28.jpg,Mumbai,2024-07-22,9961014117
Anushka Sharma_22.jpg,Anushka Sharma,/content/drive/MyDrive/dataset/Faces/Anushka Sharma_22.jpg,Tokyo,2022-11-15,9342018969
Henry Cavill_66.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_66.jpg,Dubai,2023-06-01,9091534579
Billie Eilish_77.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_77.jpg,Paris,2020-04-12,9699496201
Hugh Jackman_19.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_19.jpg,Hyderabad,2020-06-03,9260790441
Alia Bhatt_30.jpg,Alia Bhatt,/content/drive/MyDrive/dataset/Faces/Alia Bhatt_30.jpg,Tokyo,2020-04-23,9184231418
Claire Holt_8.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_8.jpg,New York,2022-05-21,9915379224
Vijay Deverakonda_67.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_67.jpg,Delhi,2023-12-18,9291916365
Henry Cavill_48.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_48.jpg,Tokyo,2021-02-14,9173978846
Hrithik Roshan_83.jpg,Hrithik Roshan,/content/drive/MyDrive/dataset/Faces/Hrithik Roshan_83.jpg,Toronto,2024-09-18,9877919838
Akshay Kumar_9.jpg,Akshay Kumar,/content/drive/MyDrive/dataset/Faces/Akshay Kumar_9.jpg,Toronto,2023-09-04,9155993854
Alexandra Daddario_24.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_24.jpg,Delhi,2021-07-24,9620585187
Robert Downey Jr_84.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_84.jpg,Chennai,2022-04-24,9825663837
Vijay Deverakonda_62.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_62.jpg,Delhi,2020-11-19,9149771425
Vijay Deverakonda_61.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_61.jpg,Paris,2021-06-26,9767773522
Akshay Kumar_8.jpg,Akshay Kumar,/content/drive/MyDrive/dataset/Faces/Akshay Kumar_8.jpg,Tokyo,2024-03-20,9217433200
Charlize Theron_46.jpg,Charlize Theron,/content/drive/MyDrive/dataset/Faces/Charlize Theron_46.jpg,Toronto,2021-05-21,9985428288
Priyanka Chopra_48.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_48.jpg,Delhi,2023-07-29,9126060412
Hugh Jackman_104.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_104.jpg,Paris,2020-11-13,9539691540
Elizabeth Olsen_17.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_17.jpg,New York,2020-07-22,9066474615
Alexandra Daddario_76.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_76.jpg,Dubai,2021-08-05,9584968690
Hugh Jackman_45.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_45.jpg,Delhi,2020-06-14,9773151212
Claire Holt_65.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_65.jpg,Toronto,2021-07-09,9103995339
Billie Eilish_23.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_23.jpg,New York,2024-08-25,9551128828
Lisa Kudrow_23.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_23.jpg,Dubai,2021-01-02,9196745470
Natalie Portman_97.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_97.jpg,Dubai,2021-07-08,9633617302
Charlize Theron_64.jpg,Charlize Theron,/content/drive/MyDrive/dataset/Faces/Charlize Theron_64.jpg,New York,2022-07-31,9947971152
Akshay Kumar_31.jpg,Akshay Kumar,/content/drive/MyDrive/dataset/Faces/Akshay Kumar_31.jpg,Dubai,2024-03-01,9533269307
Virat Kohli_32.jpg,Virat Kohli,/content/drive/MyDrive/dataset/Faces/Virat Kohli_32.jpg,Toronto,2025-02-05,9903245031
Jessica Alba_36.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_36.jpg,Mumbai,2024-08-20,9232534306
Claire Holt_26.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_26.jpg,Toronto,2020-12-11,9787906739
Lisa Kudrow_14.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_14.jpg,Mumbai,2022-01-08,9628398316
Kashyap_17.jpg,Kashyap,/content/drive/MyDrive/dataset/Faces/Kashyap_17.jpg,New York,2023-05-15,9631980909
Robert Downey Jr_1.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_1.jpg,London,2020-11-08,9234384543
Claire Holt_25.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_25.jpg,New York,2025-01-31,9125918516
Kashyap_28.jpg,Kashyap,/content/drive/MyDrive/dataset/Faces/Kashyap_28.jpg,Paris,2025-03-22,9486813429
Virat Kohli_8.jpg,Virat Kohli,/content/drive/MyDrive/dataset/Faces/Virat Kohli_8.jpg,Tokyo,2020-09-12,9506173458
Priyanka Chopra_17.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_17.jpg,Paris,2023-09-01,9421403851
Andy Samberg_69.jpg,Andy Samberg,/content/drive/MyDrive/dataset/Faces/Andy Samberg_69.jpg,Chennai,2022-07-23,9672626924
Elizabeth Olsen_62.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_62.jpg,London,2022-09-09,9146831814
Henry Cavill_10.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_10.jpg,Paris,2024-11-22,9478955488
Natalie Portman_72.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_72.jpg,New York,2021-03-09,9836328349
Robert Downey Jr_91.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_91.jpg,Delhi,2022-11-16,9908389453
Camila Cabello_4.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_4.jpg,London,2024-02-22,9676039786
Roger Federer_74.jpg,Roger Federer,/content/drive/MyDrive/dataset/Faces/Roger Federer_74.jpg,Tokyo,2022-08-07,9892780767
Ellen Degeneres_24.jpg,Ellen Degeneres,/content/drive/MyDrive/dataset/Faces/Ellen Degeneres_24.jpg,Paris,2022-11-17,9491919633
Natalie Portman_11.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_11.jpg,New York,2020-05-27,9584198834
Amitabh Bachchan_26.jpg,Amitabh Bachchan,/content/drive/MyDrive/dataset/Faces/Amitabh Bachchan_26.jpg,Dubai,2020-12-31,9195931566
Zac Efron_79.jpg,Zac Efron,/content/drive/MyDrive/dataset/Faces/Zac Efron_79.jpg,New York,2025-01-26,9503918391
Hrithik Roshan_18.jpg,Hrithik Roshan,/content/drive/MyDrive/dataset/Faces/Hrithik Roshan_18.jpg,New York,2022-02-21,9642726837
Jessica Alba_23.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_23.jpg,Mumbai,2022-10-18,9348175174
Lisa Kudrow_60.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_60.jpg,Toronto,2025-02-25,9032041021
Andy Samberg_59.jpg,Andy Samberg,/content/drive/MyDrive/dataset/Faces/Andy Samberg_59.jpg,Paris,2024-12-27,9925420166
Vijay Deverakonda_32.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_32.jpg,Tokyo,2024-03-12,9030694365
Margot Robbie_24.jpg,Margot Robbie,/content/drive/MyDrive/dataset/Faces/Margot Robbie_24.jpg,London,2024-11-13,9247936980
Robert Downey Jr_22.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_22.jpg,Toronto,2021-12-05,9936298571
Vijay Deverakonda_51.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_51.jpg,Dubai,2023-12-01,9922159732
Tom Cruise_45.jpg,Tom Cruise,/content/drive/MyDrive/dataset/Faces/Tom Cruise_45.jpg,Tokyo,2022-12-04,9408796200
Vijay Deverakonda_69.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_69.jpg,New York,2021-11-29,9919487535
Henry Cavill_62.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_62.jpg,Tokyo,2020-07-06,9579963133
Marmik_27.jpg,Marmik,/content/drive/MyDrive/dataset/Faces/Marmik_27.jpg,Delhi,2023-01-22,9641673431
Robert Downey Jr_38.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_38.jpg,Toronto,2024-02-13,9346363307
Dwayne Johnson_12.jpg,Dwayne Johnson,/content/drive/MyDrive/dataset/Faces/Dwayne Johnson_12.jpg,New York,2022-12-10,9475295161
Hrithik Roshan_72.jpg,Hrithik Roshan,/content/drive/MyDrive/dataset/Faces/Hrithik Roshan_72.jpg,Mumbai,2024-09-06,9958376620
Priyanka Chopra_7.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_7.jpg,Paris,2020-10-27,9254092151
Priyanka Chopra_93.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_93.jpg,London,2024-12-10,9519261482
Charlize Theron_76.jpg,Charlize Theron,/content/drive/MyDrive/dataset/Faces/Charlize Theron_76.jpg,New York,2021-06-22,9121184670
Tom Cruise_54.jpg,Tom Cruise,/content/drive/MyDrive/dataset/Faces/Tom Cruise_54.jpg,Delhi,2021-09-24,9570558103
Vijay Deverakonda_104.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_104.jpg,Tokyo,2024-11-21,9592791969
Courtney Cox_18.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_18.jpg,Mumbai,2022-06-20,9922114139
Natalie Portman_91.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_91.jpg,Mumbai,2020-12-01,9758164531
Roger Federer_54.jpg,Roger Federer,/content/drive/MyDrive/dataset/Faces/Roger Federer_54.jpg,Hyderabad,2021-07-23,9333884996
Alexandra Daddario_75.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_75.jpg,Paris,2021-06-07,9040596225
Camila Cabello_71.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_71.jpg,London,2023-06-18,9066900704
Virat Kohli_45.jpg,Virat Kohli,/content/drive/MyDrive/dataset/Faces/Virat Kohli_45.jpg,Paris,2021-10-10,9576628898
Anushka Sharma_26.jpg,Anushka Sharma,/content/drive/MyDrive/dataset/Faces/Anushka Sharma_26.jpg,New York,2022-06-04,9998750202
Elizabeth Olsen_34.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_34.jpg,Tokyo,2022-11-13,9014632887
Jessica Alba_30.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_30.jpg,New York,2020-06-21,9180256760
Hrithik Roshan_16.jpg,Hrithik Roshan,/content/drive/MyDrive/dataset/Faces/Hrithik Roshan_16.jpg,London,2022-02-14,9074284209
Billie Eilish_47.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_47.jpg,Paris,2023-11-09,9769364571
Jessica Alba_94.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_94.jpg,Toronto,2021-07-04,9912876129
Andy Samberg_51.jpg,Andy Samberg,/content/drive/MyDrive/dataset/Faces/Andy Samberg_51.jpg,Delhi,2022-12-13,9751547909
Marmik_0.jpg,Marmik,/content/drive/MyDrive/dataset/Faces/Marmik_0.jpg,Toronto,2022-09-13,9340109810
Andy Samberg_12.jpg,Andy Samberg,/content/drive/MyDrive/dataset/Faces/Andy Samberg_12.jpg,London,2023-10-24,9288037677
Brad Pitt_9.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_9.jpg,Paris,2020-09-17,9681690385
Courtney Cox_16.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_16.jpg,New York,2021-02-09,9214205625
Charlize Theron_28.jpg,Charlize Theron,/content/drive/MyDrive/dataset/Faces/Charlize Theron_28.jpg,London,2023-06-25,9820420901
Brad Pitt_8.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_8.jpg,Chennai,2021-06-27,9411145228
Margot Robbie_2.jpg,Margot Robbie,/content/drive/MyDrive/dataset/Faces/Margot Robbie_2.jpg,Tokyo,2022-09-13,9519889282
Alia Bhatt_9.jpg,Alia Bhatt,/content/drive/MyDrive/dataset/Faces/Alia Bhatt_9.jpg,New York,2023-04-11,9769919114
Vijay Deverakonda_14.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_14.jpg,London,2020-08-06,9941258716
Priyanka Chopra_94.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_94.jpg,Mumbai,2022-06-10,9899483328
Virat Kohli_12.jpg,Virat Kohli,/content/drive/MyDrive/dataset/Faces/Virat Kohli_12.jpg,Paris,2021-02-14,9447330038
Alexandra Daddario_4.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_4.jpg,Hyderabad,2021-02-06,9545951243
Natalie Portman_4.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_4.jpg,Delhi,2021-08-24,9149911278
Amitabh Bachchan_5.jpg,Amitabh Bachchan,/content/drive/MyDrive/dataset/Faces/Amitabh Bachchan_5.jpg,Tokyo,2023-01-21,9657419022
Hrithik Roshan_64.jpg,Hrithik Roshan,/content/drive/MyDrive/dataset/Faces/Hrithik Roshan_64.jpg,Chennai,2020-06-15,9489859703
Amitabh Bachchan_71.jpg,Amitabh Bachchan,/content/drive/MyDrive/dataset/Faces/Amitabh Bachchan_71.jpg,Delhi,2023-12-03,9823517521
Robert Downey Jr_65.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_65.jpg,London,2022-04-06,9936638621
Natalie Portman_36.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_36.jpg,Hyderabad,2020-10-09,9488095648
Anushka Sharma_35.jpg,Anushka Sharma,/content/drive/MyDrive/dataset/Faces/Anushka Sharma_35.jpg,London,2022-01-08,9822793982
Billie Eilish_24.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_24.jpg,Hyderabad,2022-03-31,9655651345
Jessica Alba_77.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_77.jpg,London,2024-02-19,9729166846
Robert Downey Jr_43.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_43.jpg,Delhi,2022-01-29,9057016270
Zac Efron_17.jpg,Zac Efron,/content/drive/MyDrive/dataset/Faces/Zac Efron_17.jpg,Mumbai,2023-12-04,9481800383
Ellen Degeneres_20.jpg,Ellen Degeneres,/content/drive/MyDrive/dataset/Faces/Ellen Degeneres_20.jpg,Dubai,2020-11-17,9675717176
Claire Holt_48.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_48.jpg,Paris,2022-11-21,9024111286
Zac Efron_83.jpg,Zac Efron,/content/drive/MyDrive/dataset/Faces/Zac Efron_83.jpg,Mumbai,2023-06-16,9706384749
Dwayne Johnson_22.jpg,Dwayne Johnson,/content/drive/MyDrive/dataset/Faces/Dwayne Johnson_22.jpg,New York,2022-06-04,9589712342
Amitabh Bachchan_60.jpg,Amitabh Bachchan,/content/drive/MyDrive/dataset/Faces/Amitabh Bachchan_60.jpg,Hyderabad,2022-09-30,9105805863
Elizabeth Olsen_53.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_53.jpg,New York,2024-01-21,9956238544
Courtney Cox_40.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_40.jpg,Paris,2020-07-04,9183457008
Elizabeth Olsen_0.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_0.jpg,Paris,2022-07-10,9809011991
Akshay Kumar_25.jpg,Akshay Kumar,/content/drive/MyDrive/dataset/Faces/Akshay Kumar_25.jpg,Dubai,2021-12-04,9872578736
Henry Cavill_70.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_70.jpg,Dubai,2021-04-29,9996073298
Claire Holt_3.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_3.jpg,Dubai,2021-03-07,9688916312
Jessica Alba_63.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_63.jpg,Chennai,2022-06-25,9937310572
Dwayne Johnson_20.jpg,Dwayne Johnson,/content/drive/MyDrive/dataset/Faces/Dwayne Johnson_20.jpg,Chennai,2024-07-20,9936538893
Courtney Cox_34.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_34.jpg,Mumbai,2024-11-11,9962635534
Henry Cavill_24.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_24.jpg,Chennai,2025-02-22,9143798472
Charlize Theron_8.jpg,Charlize Theron,/content/drive/MyDrive/dataset/Faces/Charlize Theron_8.jpg,Tokyo,2021-01-11,9727690988
Henry Cavill_46.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_46.jpg,Dubai,2020-06-28,9946086994
Jessica Alba_34.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_34.jpg,Dubai,2023-04-02,9298072674
Kashyap_7.jpg,Kashyap,/content/drive/MyDrive/dataset/Faces/Kashyap_7.jpg,London,2023-08-16,9125075759
Elizabeth Olsen_56.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_56.jpg,Tokyo,2024-10-20,9374480545
Hugh Jackman_15.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_15.jpg,New York,2024-06-10,9756640468
Alia Bhatt_8.jpg,Alia Bhatt,/content/drive/MyDrive/dataset/Faces/Alia Bhatt_8.jpg,Tokyo,2021-07-19,9787040533
Courtney Cox_25.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_25.jpg,New York,2024-05-24,9426667379
Henry Cavill_22.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_22.jpg,Hyderabad,2020-04-06,9408555333
